Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,tissue,variety
SRR7279583,WGS,299,19706693691,PRJNA454805,SAMN09229610,Plant,9307657008,COMAV-UPV,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,SRX4183208,Peru,South America,"Peru: Sullana\, Marcavelica",NextSeq 500,BGV006370,Esther122615_130921_1-27396376_BGV006370,PAIRED,RANDOM PCR,GENOMIC,Solanum pimpinellifolium,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:47:00Z,1,BGV006370,SRP150040,leaf,
SRR7279584,WGS,300,8978477400,PRJNA454805,SAMN09229691,Plant,5953871748,COMAV-UPV,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",not applicable,SRX4183207,Peru,South America,"Peru: La Convencion\, Huayopata",NextSeq 500,BGV007992,Esther3157_2015_08_28_BGV007992_L2,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:13:00Z,1,BGV007992,SRP150040,leaf,cerasiforme
SRR7279585,WGS,300,15248422571,PRJNA454805,SAMN09229622,Plant,6905784195,COMAV-UPV,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",not applicable,SRX4183206,Ecuador,South America,"Ecuador: Santa Clara\, Santa Clara",NextSeq 500,BGV006825,Esther010816_BGV006825,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:32:00Z,1,BGV006825,SRP150040,leaf,cerasiforme
SRR7279586,WGS,300,5390117700,PRJNA454805,SAMN09229690,Plant,3488616688,COMAV-UPV,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",not applicable,SRX4183205,Peru,South America,"Peru: Abancay\, Abancay",NextSeq 500,BGV007990,Esther3157_2015_08_28_BGV007990_L1,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:07:00Z,1,BGV007990,SRP150040,leaf,cerasiforme
SRR7279587,WGS,299,17640757502,PRJNA454805,SAMN09229636,Plant,8008684067,COMAV-UPV,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",not applicable,SRX4183204,Ecuador,South America,"Ecuador: El Pangui\, Pachicutza",NextSeq 500,BGV006927,Esther010816_BGV006927,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T04:07:00Z,1,BGV006927,SRP150040,leaf,cerasiforme
SRR7279588,WGS,300,5934716700,PRJNA454805,SAMN09229688,Plant,3944889083,COMAV-UPV,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",not applicable,SRX4183203,Peru,South America,"Peru: Padre Abad\, Padre Abad",NextSeq 500,BGV007981,Esther3157_2015_08_28_BGV007981_L2,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:14:00Z,1,BGV007981,SRP150040,leaf,cerasiforme
SRR7279589,WGS,299,14259798645,PRJNA454805,SAMN09229729,Plant,6521109763,COMAV-UPV,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,SRX4183202,Costa Rica,North America,Costa Rica: Turrialba,NextSeq 500,BGV013134,Esther052516_BGV013134,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:38:00Z,1,BGV013134,SRP150040,leaf,cerasiforme
SRR7279590,WGS,299,33263545345,PRJNA454805,SAMN09229706,Plant,14645611820,COMAV-UPV,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",not applicable,SRX4183201,Peru,South America,"Peru: Bongora\, Jumbilla",NextSeq 500,BGV008100,Esther052516_BGV008100,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T04:23:00Z,1,BGV008100,SRP150040,leaf,cerasiforme
SRR7279591,WGS,300,6413892300,PRJNA454805,SAMN09229687,Plant,4160772737,COMAV-UPV,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",not applicable,SRX4183200,Mexico,North America,"Mexico: Tekax\, Tekax",NextSeq 500,BGV007936,Esther3157_2015_08_28_BGV007936_L1,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T02:54:00Z,1,BGV007936,SRP150040,leaf,
SRR7279592,WGS,300,5254234500,PRJNA454805,SAMN09229692,Plant,3493844700,COMAV-UPV,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",not applicable,SRX4183199,Peru,South America,"Peru: Satipo\, Satipo",NextSeq 500,BGV008036,Esther3157_2015_08_28_BGV008036_L2,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T02:54:00Z,1,BGV008036,SRP150040,leaf,cerasiforme
SRR7279593,WGS,300,5980236600,PRJNA454805,SAMN09229688,Plant,3880647737,COMAV-UPV,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",not applicable,SRX4183198,Peru,South America,"Peru: Padre Abad\, Padre Abad",NextSeq 500,BGV007981,Esther3157_2015_08_28_BGV007981_L1,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T02:57:00Z,1,BGV007981,SRP150040,leaf,cerasiforme
SRR7279594,WGS,298,19596158919,PRJNA454805,SAMN09229618,Plant,8603276162,COMAV-UPV,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",not applicable,SRX4183197,Ecuador,South America,"Ecuador: Tena\, Puerto Misahualli",NextSeq 500,BGV006777,Esther052516_BGV006777,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T04:09:00Z,1,BGV006777,SRP150040,leaf,cerasiforme
SRR7279595,WGS,300,5495523900,PRJNA454805,SAMN09229692,Plant,3564644811,COMAV-UPV,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",not applicable,SRX4183196,Peru,South America,"Peru: Satipo\, Satipo",NextSeq 500,BGV008036,Esther3157_2015_08_28_BGV008036_L1,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T02:55:00Z,1,BGV008036,SRP150040,leaf,cerasiforme
SRR7279596,WGS,300,8516696100,PRJNA454805,SAMN09229691,Plant,5499068104,COMAV-UPV,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",not applicable,SRX4183195,Peru,South America,"Peru: La Convencion\, Huayopata",NextSeq 500,BGV007992,Esther3157_2015_08_28_BGV007992_L1,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T02:59:00Z,1,BGV007992,SRP150040,leaf,cerasiforme
SRR7279597,WGS,299,16869416692,PRJNA454805,SAMN09229628,Plant,7449430985,COMAV-UPV,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",not applicable,SRX4183194,Ecuador,South America,"Ecuador: Morona\, Macas",NextSeq 500,BGV006881,Esther052516_BGV006881,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T04:01:00Z,1,BGV006881,SRP150040,leaf,cerasiforme
SRR7279598,WGS,299,17172846940,PRJNA454805,SAMN09229705,Plant,7615651512,COMAV-UPV,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,SRX4183193,Peru,South America,"Peru: Lamas\, Tabalosos",NextSeq 500,BGV008098,Esther052516_BGV008098,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T04:03:00Z,1,BGV008098,SRP150040,leaf,cerasiforme
SRR7279599,WGS,300,7258875721,PRJNA454805,SAMN09229643,Plant,3201916466,COMAV-UPV,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",not applicable,SRX4183192,Ecuador,South America,"Ecuador: Esmeraldas\, Camarones",NextSeq 500,BGV007111,Esther052516_BGV007111,PAIRED,RANDOM PCR,GENOMIC,Solanum pimpinellifolium,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:20:00Z,1,BGV007111,SRP150040,leaf,
SRR7279600,WGS,299,10941266270,PRJNA454805,SAMN09229617,Plant,4701114275,COMAV-UPV,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",not applicable,SRX4183191,Ecuador,South America,"Ecuador: Tena\, Puerto Misahualli",NextSeq 500,BGV006775,Esther052516_BGV006775,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:23:00Z,1,BGV006775,SRP150040,leaf,cerasiforme
SRR7279601,WGS,299,5696185829,PRJNA454805,SAMN09229713,Plant,2684405615,COMAV-UPV,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",not applicable,SRX4183190,El Salvador,North America,El Salvador,NextSeq 500,BGV008221,Esther012116_BGV008221,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:23:00Z,1,BGV008221,SRP150040,leaf,cerasiforme
SRR7279602,WGS,299,7279478370,PRJNA454805,SAMN09229737,Plant,3195617523,COMAV-UPV,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",not applicable,SRX4183189,Peru,South America,Peru:San martin,NextSeq 500,BGV014516,Esther012116_BGV014516,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:25:00Z,1,BGV014516,SRP150040,leaf,cerasiforme
SRR7279603,WGS,299,11669950271,PRJNA454805,SAMN09229732,Plant,5136390839,COMAV-UPV,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,SRX4183188,Colombia,South America,Colombia,NextSeq 500,BGV013175,Esther012116_BGV013175,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:49:00Z,1,BGV013175,SRP150040,leaf,cerasiforme
SRR7279604,WGS,300,15463587458,PRJNA454805,SAMN09229680,Plant,7081452279,COMAV-UPV,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",not applicable,SRX4183187,Mexico,North America,"Mexico: Xilitla\, El Balcon",NextSeq 500,BGV007920,Esther012116_BGV007920,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:20:00Z,1,BGV007920,SRP150040,leaf,cerasiforme
SRR7279605,WGS,299,11481183004,PRJNA454805,SAMN09229728,Plant,5055557731,COMAV-UPV,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",not applicable,SRX4183186,Peru,South America,"Peru: Abancay\, Curahuasi",NextSeq 500,BGV012640,Esther012116_BGV012640,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:22:00Z,1,BGV012640,SRP150040,leaf,cerasiforme
SRR7279606,WGS,300,14514202819,PRJNA454805,SAMN09229676,Plant,6654255181,COMAV-UPV,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",not applicable,SRX4183185,Mexico,North America,"Mexico: Huejutla de Reyes\, Huejutla",NextSeq 500,BGV007909,Esther012116_BGV007909,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T04:09:00Z,1,BGV007909,SRP150040,leaf,cerasiforme
SRR7279607,WGS,299,24547141499,PRJNA454805,SAMN09229716,Plant,11563490293,COMAV-UPV,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",not applicable,SRX4183184,Nicaragua,North America,Nicaragua,NextSeq 500,BGV008225,Esther012116_BGV008225,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:46:00Z,1,BGV008225,SRP150040,leaf,cerasiforme
SRR7279608,WGS,300,12155759355,PRJNA454805,SAMN09229682,Plant,5528547976,COMAV-UPV,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",not applicable,SRX4183183,Mexico,North America,"Mexico: Culiacan\, El Vergel",NextSeq 500,BGV007927,Esther012116_BGV007927,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:38:00Z,1,BGV007927,SRP150040,leaf,cerasiforme
SRR7279609,WGS,300,21434806534,PRJNA454805,SAMN09229712,Plant,10110132602,COMAV-UPV,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",not applicable,SRX4183182,Costa Rica,North America,Costa Rica,NextSeq 500,BGV008219,Esther012116_BGV008219,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T05:20:00Z,1,BGV008219,SRP150040,leaf,cerasiforme
SRR7279610,WGS,299,16228367494,PRJNA454805,SAMN09229726,Plant,7147869446,COMAV-UPV,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",not applicable,SRX4183181,Colombia,South America,Colombia,NextSeq 500,BGV012627,Esther012116_BGV012627,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:34:00Z,1,BGV012627,SRP150040,leaf,cerasiforme
SRR7279611,WGS,300,22191691560,PRJNA454805,SAMN09229624,Plant,10038321641,COMAV-UPV,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",not applicable,SRX4183180,Ecuador,South America,"Ecuador: Pastaza\, Simon Bolivar",NextSeq 500,BGV006852,Esther010816_BGV006852,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:43:00Z,1,BGV006852,SRP150040,leaf,cerasiforme
SRR7279612,WGS,300,5021319000,PRJNA454805,SAMN09229693,Plant,3281352437,COMAV-UPV,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,SRX4183179,Peru,South America,"Peru: La Mar\, Ayna",NextSeq 500,BGV008037,Esther_2015_10_06_BGV008037_1,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T02:55:00Z,1,BGV008037,SRP150040,leaf,cerasiforme
SRR7279613,WGS,300,3022630800,PRJNA454805,SAMN09229697,Plant,1997451018,COMAV-UPV,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",not applicable,SRX4183178,Mexico,North America,"Mexico: Calakmul\, Ruinas de Becan",NextSeq 500,BGV008058,Esther_2015_10_06_BGV008058_2,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T02:51:00Z,1,BGV008058,SRP150040,leaf,cerasiforme
SRR7279614,WGS,300,30558040425,PRJNA454805,SAMN09229711,Plant,13468143002,COMAV-UPV,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,SRX4183177,Costa Rica,North America,Costa Rica,NextSeq 500,BGV008218,Esther052516_BGV008218,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T05:12:00Z,1,BGV008218,SRP150040,leaf,cerasiforme
SRR7279615,WGS,300,4646079300,PRJNA454805,SAMN09229695,Plant,3033491711,COMAV-UPV,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",not applicable,SRX4183176,Peru,South America,"Peru: Huanta\, Sivia",NextSeq 500,BGV008042,Esther_2015_10_06_BGV008042_1,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:04:00Z,1,BGV008042,SRP150040,leaf,cerasiforme
SRR7279616,WGS,300,6260151000,PRJNA454805,SAMN09229694,Plant,4079527311,COMAV-UPV,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",not applicable,SRX4183175,Peru,South America,"Peru: La Convencion\, Quimbiri",NextSeq 500,BGV008041,Esther_2015_10_06_BGV008041_1,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T02:59:00Z,1,BGV008041,SRP150040,leaf,cerasiforme
SRR7279617,WGS,300,5869085700,PRJNA454805,SAMN09229690,Plant,3898496874,COMAV-UPV,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",not applicable,SRX4183174,Peru,South America,"Peru: Abancay\, Abancay",NextSeq 500,BGV007990,Esther3157_2015_08_28_BGV007990_L2,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:05:00Z,1,BGV007990,SRP150040,leaf,cerasiforme
SRR7279618,WGS,300,9435174600,PRJNA454805,SAMN09229689,Plant,6185404001,COMAV-UPV,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",not applicable,SRX4183173,Peru,South America,"Peru: Abancay\, Abancay",NextSeq 500,BGV007989,Esther3157_2015_08_28_BGV007989_L1,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:11:00Z,1,BGV007989,SRP150040,leaf,cerasiforme
SRR7279619,WGS,300,4674521100,PRJNA454805,SAMN09229695,Plant,3053772725,COMAV-UPV,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",not applicable,SRX4183172,Peru,South America,"Peru: Huanta\, Sivia",NextSeq 500,BGV008042,Esther_2015_10_06_BGV008042_2,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T02:52:00Z,1,BGV008042,SRP150040,leaf,cerasiforme
SRR7279620,WGS,300,5534257800,PRJNA454805,SAMN09229698,Plant,3596090438,COMAV-UPV,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",not applicable,SRX4183171,Mexico,North America,"Mexico: Jalapa\, Jalapa",NextSeq 500,BGV008061,Esther_2015_10_06_BGV008061_2,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T02:58:00Z,1,BGV008061,SRP150040,leaf,cerasiforme
SRR7279621,WGS,300,6261290700,PRJNA454805,SAMN09229694,Plant,4082228209,COMAV-UPV,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",not applicable,SRX4183170,Peru,South America,"Peru: La Convencion\, Quimbiri",NextSeq 500,BGV008041,Esther_2015_10_06_BGV008041_2,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T02:55:00Z,1,BGV008041,SRP150040,leaf,cerasiforme
SRR7279622,WGS,300,5538688800,PRJNA454805,SAMN09229696,Plant,3604894076,COMAV-UPV,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",not applicable,SRX4183169,Mexico,North America,Mexico: General Teran,NextSeq 500,BGV008051,Esther_2015_10_06_BGV008051_2,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T02:52:00Z,1,BGV008051,SRP150040,leaf,cerasiforme
SRR7279623,WGS,298,11856345806,PRJNA454805,SAMN09229605,Plant,5271212834,COMAV-UPV,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",not applicable,SRX4183168,Peru,South America,"Peru: Piura\, Tambo Grande",NextSeq 500,BGV006327,Esther052516_BGV006327,PAIRED,RANDOM PCR,GENOMIC,Solanum pimpinellifolium,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:13:00Z,1,BGV006327,SRP150040,leaf,
SRR7279624,WGS,298,15726946433,PRJNA454805,SAMN09229608,Plant,6963624097,COMAV-UPV,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",not applicable,SRX4183167,Peru,South America,"Peru: Lambayeque\, Olmos",NextSeq 500,BGV006353,Esther052516_BGV006353,PAIRED,RANDOM PCR,GENOMIC,Solanum pimpinellifolium,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:59:00Z,1,BGV006353,SRP150040,leaf,
SRR7279625,WGS,299,26688363520,PRJNA454805,SAMN09229634,Plant,11763805456,COMAV-UPV,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",not applicable,SRX4183166,Ecuador,South America,"Ecuador: Logrono\, Logrono",NextSeq 500,BGV006907,Esther052516_BGV006907,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:56:00Z,1,BGV006907,SRP150040,leaf,cerasiforme
SRR7279626,WGS,300,11554981082,PRJNA454805,SAMN09229743,Plant,5111233972,COMAV-UPV,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",not applicable,SRX4183165,Peru,South America,"Peru: San Martin\, La Banda de Shilcayo",NextSeq 500,BGV015726,Esther052516_BGV015726,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:07:00Z,1,BGV015726,SRP150040,leaf,cerasiforme
SRR7279627,WGS,299,22435288734,PRJNA454805,SAMN09229702,Plant,9991815222,COMAV-UPV,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",not applicable,SRX4183164,Peru,South America,"Peru: Islay\, Dean Valdivia",NextSeq 500,BGV008077,Esther052516_BGV008077,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:57:00Z,1,BGV008077,SRP150040,leaf,cerasiforme
SRR7279628,WGS,299,36017413289,PRJNA454805,SAMN09229626,Plant,15664549335,COMAV-UPV,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,SRX4183163,Ecuador,South America,"Ecuador: Pastaza\, Simon Bolivar",NextSeq 500,BGV006865,Esther052516_BGV006865,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T04:39:00Z,1,BGV006865,SRP150040,leaf,cerasiforme
SRR7279629,WGS,299,20543588804,PRJNA454805,SAMN09229701,Plant,9321527485,COMAV-UPV,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",not applicable,SRX4183162,Mexico,North America,Mexico: Rio Tamesi,NextSeq 500,BGV008070,Esther052516_BGV008070,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:43:00Z,1,BGV008070,SRP150040,leaf,cerasiforme
SRR7279630,WGS,299,15588418615,PRJNA454805,SAMN09229724,Plant,7331332461,COMAV-UPV,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",not applicable,SRX4183161,Peru,South America,"Peru: La Convencion\, Maranura",NextSeq 500,BGV012625,Esther012116_BGV012625,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T04:00:00Z,1,BGV012625,SRP150040,leaf,cerasiforme
SRR7279631,WGS,299,5458616264,PRJNA454805,SAMN09229734,Plant,2398993083,COMAV-UPV,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",not applicable,SRX4183160,Spain,Europe,Spain,NextSeq 500,BGV014508,Esther012116_BGV014508,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:08:00Z,1,BGV014508,SRP150040,leaf,cerasiforme
SRR7279632,WGS,300,8451729240,PRJNA454805,SAMN09229678,Plant,3869998795,COMAV-UPV,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",not applicable,SRX4183159,Mexico,North America,"Mexico: Tamazunchale\, Loma Cuesta de los Monos",NextSeq 500,BGV007911,Esther012116_BGV007911,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:06:00Z,1,BGV007911,SRP150040,leaf,cerasiforme
SRR7279633,WGS,299,18532184546,PRJNA454805,SAMN09229719,Plant,8732669504,COMAV-UPV,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",not applicable,SRX4183158,Costa Rica,North America,"Costa Rica: Perez Zeledon\, San Isidro de El General",NextSeq 500,BGV008348,Esther012116_BGV008348,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:32:00Z,1,BGV008348,SRP150040,leaf,cerasiforme
